"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009451","GO:0009451","RNA modification","44/3831","120/17468",0.000160855966146116,0.00331189977435522,0.00273366775711723,"ALKBH5/ELP1/HSD17B10/TRMT61A/TRMT1/TSR3/RPUSD4/RPUSD1/DUS1L/MEPCE/RBM15/PUS1/NHP2/TRMO/NSUN2/URM1/LCMT2/TRMT2B/NSUN6/METTL1/METTL8/TRUB2/RBM47/ADAR/AARS/TRMT112/TRMT11/RRNAD1/DKC1/PCIF1/SSB/TRUB1/RPUSD3/ELP6/PRORP/CMTR1/TRIT1/RBM15B/ELP5/OSGEPL1/ELP2/MRM3/TRMT9B/NAT10",44
"GO:0001655","GO:0001655","urogenital system development","99/3831","324/17468",0.000166560599608016,0.00340660335555196,0.00281183682745133,"EGR1/ADAMTS1/BASP1/ODC1/DCHS1/WDR77/ZMPSTE24/NOTCH3/PGF/SOX9/FGFR2/YAP1/HES5/MAGED1/NLE1/CD24/JAG1/ITGA6/ID4/BAX/CRLF1/IQGAP1/BAG6/SOX4/MYC/HOXA11/ACE/PKD1/LRP4/ACTA2/CA2/CTNNBIP1/DLL1/FGF2/CAT/GDNF/ASS1/SMAD5/FOXJ1/TRAF3IP1/FRS2/PLCE1/TP73/HEYL/SLIT2/EYA1/APH1A/NUP85/AKR1B1/HES1/RARB/RPGRIP1L/TFAP2A/PROX1/DLG1/BMPER/HOXB13/NPHP3/NPNT/FLCN/SDC4/HOXB7/SMARCC1/CTNNB1/LAMA5/ARL3/GATA2/EPHB3/DLG5/SEC61A1/KLHL3/PDGFRB/WNK4/EPHA7/ITGA3/NID1/PPAT/ANGPT2/PCSK5/EPHB2/NOG/SMAD6/HSPB11/DCN/GLIS2/FBN1/PDGFRA/KANK2/ENPEP/GREB1L/SULF1/SDC1/CASP9/LRRK2/SOX8/TGFBR1/PDGFA/POU3F3/MME",99
"GO:0048013","GO:0048013","ephrin receptor signaling pathway","34/3831","86/17468",0.000166569812479155,0.00340660335555196,0.00281183682745133,"ARPC4/CDC42/ACTB/RHOA/SS18/EPHA6/CRK/ACTR2/EFNA1/PSENEN/EFNA5/AP2S1/PTPN11/PSEN2/HRAS/ACTG1/MMP2/APH1A/EPHA8/ARPC5/EFNB3/ROCK1/NGEF/ANKS1A/EPHB3/CDK5R1/DNM1/EPHA7/ARPC1A/AP2B1/EPHB2/EPHB4/ITSN1/EPHA5",34
"GO:0006323","GO:0006323","DNA packaging","64/3831","192/17468",0.000168673082729586,0.00343811966963806,0.00283785063750304,"H1F0/HIST1H1C/HIST2H4A/HIST1H4E/TSPYL2/NCAPH/HIST2H2BE/CCNB1/HMGA1/BRD2/CHAF1B/CTCF/GRWD1/RUVBL1/SOX9/CENPQ/SET/CENPX/H2AFY/GATAD1/UBN1/CDCA5/CHAF1A/HIST2H4B/HIST1H2BF/NCAPG2/HIST1H2BN/ACIN1/HIST1H3H/AKAP8/CENPV/CENPI/CENPC/NAP1L4/NCAPH2/HIST1H4D/GPER1/H3F3A/HIST1H1E/CENPS/HP1BP3/PSME4/H2AFX/AIFM1/DAXX/CENPN/CHMP1A/ASF1B/HIST1H2BJ/CENPW/BAHD1/MCM2/CENPM/HIST1H4K/HIST2H3C/HIST1H3B/RBBP4/TTN/CENPP/HJURP/HIST1H2BC/ANP32B/SIRT6/HIST1H2BO",64
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","51/3831","145/17468",0.000171749329589155,0.00348301484669097,0.00287490746479893,"MOV10/PSMD1/PSMD11/CDC42/RHOA/PSME3/FZD4/GNB1/PSMD2/PSMC1/PSMB2/FZD10/PSMA7/PPP3CB/PSMA4/PSMC2/PSMB7/PSMD3/PSMD10/RNF213/PPP3R1/AP2S1/PSMC3/DVL1/PSMB4/PSMB10/SFRP4/PFN1/GPC4/DVL3/PSME1/PSMC4/PSMB6/PLCB2/AGO1/PSMB5/PSMD9/PSMB3/NPHP3/PSME4/CTNNB1/PSMC5/PARD6A/GPC6/AP2B1/PSMA6/ARRB2/CELSR2/PSMB1/PRICKLE2/PSMA3",51
"GO:0010256","GO:0010256","endomembrane system organization","109/3831","363/17468",0.000172014797007469,0.00348301484669097,0.00287490746479893,"EIF2AK3/PRMT5/CCNB1/CDC42/DYNC2H1/ZMPSTE24/CHMP4B/RAB5B/MAPK1/CORO1C/MTSS2/CHMP3/NPLOC4/SNX19/ASNA1/DNM2/SYNGR2/RAB22A/RAB7A/ZW10/SNF8/TMEM33/SYPL2/YWHAZ/ARL6IP1/SNX10/SYT11/VPS25/ABCA1/SGTA/ANKLE2/SPAST/BAG6/COG2/NECTIN2/TMEFF2/RAB10/PPP2CA/BANF1/LYST/MYRF/LAMTOR1/GOLGA2/TOR1AIP2/ZNF385A/SOD1/MICALL1/PPP2R1A/CSNK1A1/SNX3/SERP1/SYNE1/ATP2A2/ATL3/OPTN/UBL4A/SH3GLB1/RTN3/ANK2/REEP2/SERPINE2/CLU/TMEM127/VTI1A/GPER1/XKR8/TMED2/AKT2/VPS37B/A4GALT/CAV1/CHMP1A/CHMP6/BLOC1S3/STX17/COL5A1/GOLPH3/RAB18/AKAP9/PACSIN3/RAB11A/DNM1/SEC61A1/F2R/SYP/ARFGEF2/CLCN3/AKT1/CCDC47/PAFAH1B1/TRAPPC11/RNF26/VAPB/REEP1/PDCD6IP/PLK1/PLK3/CCNB2/PRKCA/TMF1/RAB33B/MAPK15/DYM/LRRK2/NDRG1/BAIAP2/DMPK/GOLGA5/GET4",109
"GO:0043543","GO:0043543","protein acylation","75/3831","233/17468",0.00017336177844935,0.00349870387860652,0.00288785731340849,"ZDHHC16/SPHK2/ZDHHC20/SMARCB1/CTCF/ZMPSTE24/ZDHHC12/POLE4/RUVBL1/MCRS1/MBD3/PER1/ACTL6A/SET/BEND3/ZDHHC3/PCK1/RPS6KA5/GLUL/PARK7/WDR5/ATAT1/CREBBP/HCFC1/BAG6/SOX4/SNAI2/NAA40/KAT5/SRCAP/TADA2B/TADA3/OGT/KAT2A/KANSL3/BRD1/KANSL1L/TADA2A/DLD/ZDHHC18/USP22/ZNF451/CTBP1/PCGF2/MEAF6/PPARGC1A/DLST/TAF7/TAF6L/FLCN/PYGO2/MSL2/MUC1/GATA2/SIRT1/WBP2/TWIST1/SGF29/RAPGEF3/ZDHHC5/BRD7/SIN3A/IRF4/DPF2/TAF5L/TRRAP/NUPR1/AUTS2/KMT2A/ING5/PPM1B/DMAP1/NAA15/ZDHHC9/MBIP",75
"GO:1905037","GO:1905037","autophagosome organization","30/3831","73/17468",0.000176243004345302,0.00354515122227474,0.00292619531106552,"RAB1B/PIP4K2B/CHMP4B/RAB7A/TBC1D14/ATG14/FEZ1/SMCR8/TMEM173/IFT88/ATG13/TMEM41B/SH3GLB1/BAG3/VMP1/GBA/KIAA1324/WIPI1/STX17/ATG16L1/IRGM/WIPI2/ATG12/RALB/NUPR1/ATP13A2/PHF23/RAB33B/LRRK2/PIP4K2C",30
"GO:0048863","GO:0048863","stem cell differentiation","76/3831","237/17468",0.000179933063819045,0.00360751044345397,0.00297766709581474,"PSMD1/PSMD11/MAPK1/SOX9/FGFR2/XRCC5/CORO1C/PSME3/YAP1/HES5/HOXA7/PSMD2/ASCL1/PSMC1/TCOF1/JAG1/PSMB2/SETD6/CFL1/PSMA7/ERCC2/NRTN/TBX2/SNAI2/PSMA4/PSMC2/ACE/PSMB7/MSI2/SOX5/PSMD3/PSMD10/PDCD6/PSMC3/GDNF/PSMB4/HNRNPU/RBM24/PDX1/PSMB10/NOLC1/TCF3/TP73/PWP1/ZEB2/CBFB/PSME1/PSMC4/PSMB6/KITLG/HES1/PSMB5/HSPA9/PSMD9/PSMB3/PSME4/LAMA5/CDK12/GATA2/PSMC5/TWIST1/GATA4/SETD2/KDM4C/MSX2/NELFB/KBTBD8/PSMA6/KMT2A/PSMB1/GATA6/PDGFRA/KIT/SOX8/BMPR1A/PSMA3",76
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","24/3831","54/17468",0.000185360474418046,0.00370418072243906,0.00305745949375484,"CCT3/MAPK1/XRCC5/SMG6/EXOSC10/GNL3L/CCT2/ATM/HNRNPU/TEN1/NEK7/PIF1/CCT7/XRN1/AURKB/DKC1/CTNNB1/HNRNPA1/PKIB/CCT5/MAPKAPK5/CCT6A/MAPK15/NAT10",24
"GO:0006278","GO:0006278","RNA-dependent DNA biosynthetic process","29/3831","70/17468",0.000189994941296587,0.00378442692517469,0.00312369533179199,"CCT3/MAPK1/XRCC5/SMG6/EXOSC10/GNL3L/RAD50/NHP2/HSP90AB1/CCT2/ATM/PPIA/HNRNPU/TEN1/NEK7/PIF1/CCT7/XRN1/AURKB/DKC1/CTNNB1/HNRNPA1/PKIB/CCT5/MAPKAPK5/CCT6A/MAPK15/RFC1/NAT10",29
"GO:0048255","GO:0048255","mRNA stabilization","18/3831","36/17468",0.000192200553823853,0.003791577331598,0.00312959733270429,"YBX1/IGF2BP1/PABPC1/MTOR/LARP1/HNRNPA0/GDNF/HNRNPU/RBM24/ELAVL1/ANGEL2/ZFP36/TIRAP/E2F1/THRAP3/CIRBP/PAIP1/RBM10",18
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","18/3831","36/17468",0.000192200553823853,0.003791577331598,0.00312959733270429,"HERPUD1/XBP1/PPP1R15A/BCAP31/PMAIP1/TMEM33/BAX/PTPN1/SGTA/BAG6/DDIT3/USP13/SERINC3/ATXN3/BAK1/CAV1/SIRT1/ERN1",18
"GO:0035065","GO:0035065","regulation of histone acetylation","23/3831","51/17468",0.000192214059328762,0.003791577331598,0.00312959733270429,"SPHK2/SMARCB1/CTCF/ZMPSTE24/SET/RPS6KA5/SNAI2/KAT2A/ZNF451/CTBP1/PPARGC1A/TAF7/FLCN/PYGO2/MUC1/GATA2/SIRT1/WBP2/TWIST1/BRD7/SIN3A/AUTS2/KMT2A",23
"GO:0032204","GO:0032204","regulation of telomere maintenance","32/3831","80/17468",0.0001985229058065,0.0039034326977709,0.00322192361936764,"NABP2/CCT3/PARP1/MAPK1/XRCC5/SMG6/EXOSC10/GNL3L/RAD50/CCT2/MYC/ATM/HNRNPU/TEN1/NEK7/PIF1/CCT7/XRN1/AURKB/DKC1/CTNNB1/HNRNPA1/PKIB/CCT5/NBN/RTEL1/MAPKAPK5/ERCC1/CCT6A/MAPK15/SIRT6/NAT10",32
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","44/3831","121/17468",0.000199751510676199,0.00391500156341333,0.00323147265078399,"HSPA1A/JUN/YWHAQ/SLC35F6/VPS35/PMAIP1/PPIF/PRELID1/YWHAE/TFDP1/GSK3A/YWHAZ/CCAR2/YWHAG/GCLM/BCL2L1/BAX/AIFM2/PSMD10/PPP3R1/FIS1/SOD2/TRIAP1/HIGD1A/ATP5IF1/TP73/MFF/TP53BP2/CLU/GPER1/BAD/YWHAB/BAK1/FXN/THEM4/IFIT2/GCLC/GPX1/AKT1/OPA1/E2F1/TIMM50/ARRB2/TMEM14A",44
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","65/3831","197/17468",0.000209392512913107,0.00409084733694456,0.00337661711591843,"CELF2/PRMT5/WDR77/SF3A1/EIF3C/PRPF8/SNRPD3/SRSF9/SRSF6/SNRPC/C1QBP/PATL1/SF1/DDX6/PRPF6/G3BP2/NOP2/SNRNP200/HSP90AB1/EIF3A/CNOT7/LSM14A/ATM/PRPF3/EIF3G/TARBP2/SF3A3/SNRPB/CD2BP2/MRTO4/NCBP1/TICRR/SNU13/DICER1/BOP1/ADAR/DENR/CPSF7/EIF3B/AGO1/DDX23/NBDY/SNUPN/G3BP1/DHX30/EIF3H/ATXN2/STYXL1/EIF3I/SNRPG/RRS1/RNU2-1/DDX28/DDX1/CPSF6/EIF5/CIRBP/PRMT7/GEMIN7/SNRPD1/PRPF19/PUM2/SNRPD2/CLNS1A/PTBP2",65
"GO:0016925","GO:0016925","protein sumoylation","31/3831","77/17468",0.000216143075716036,0.00420928314650815,0.00347437495158696,"EGR1/NDC1/GNL3L/PARK7/HMG20B/UBA2/NUP210/MDM2/ZBED1/SAE1/POM121/EYA1/EGR2/NUP85/ZNF451/IFIH1/RANGAP1/SUMO3/PIAS3/CTNNB1/ARNT/NUP98/RAE1/RASD2/PIAS2/SEH1L/NUP50/PIAS4/TRIM28/NUP188/NUP153",31
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","27/3831","64/17468",0.000218608256495739,0.0042437761538776,0.00350284574735862,"NSMF/XBP1/EGFR/MTOR/SESN2/LAMTOR5/GCLM/BCL2L1/LAMTOR1/ASS1/IPO5/MMP2/RRAGC/NTRK2/RRAGD/DNMT1/GCLC/CAPN2/CYBB/SLC38A9/OPA1/LAMTOR4/HSF1/ZEB1/PDGFRA/LAMTOR3/BAIAP2",27
"GO:0060964","GO:0060964","regulation of gene silencing by miRNA","41/3831","111/17468",0.000220654015014508,0.00426993449941049,0.00352443704861614,"HIST2H4A/NEAT1/EGFR/HIST1H4E/ZMPSTE24/POLR2F/NDC1/EIF4G1/NUP210/HIST2H4B/HIST1H3H/POLR2E/POM121/POLR2L/TARBP2/ELAVL1/POLR2G/NCOR1/POLR2J/NUP85/DDX5/HIST1H4D/AGO1/ZFP36/H3F3A/POLR2I/NUP98/RAE1/ZC3H12A/SEH1L/NCOR2/NUP50/RIPK1/HIST1H4K/HIST2H3C/HIST1H3B/PUM2/POLR2D/POLR2C/NUP188/NUP153",41
"GO:0022406","GO:0022406","membrane docking","52/3831","150/17468",0.000225387931563443,0.00434778297006453,0.00358869377999904,"VPS33A/MSN/SNAP25/VTI1B/PRKACA/CETN2/YKT6/YWHAE/RAB7A/TUBB/BVES/YWHAG/ATG14/TUBA1A/CHP1/NDRG4/MAPRE1/C2CD3/PSEN2/RABEPK/PPP2R1A/SNX3/VAMP8/NINL/CEP192/SNAP29/PRKAR2B/EXOC5/RPGRIP1L/TUBB4B/ROCK1/STX17/CEP131/AKAP9/RAB11A/RAB8A/CEP63/HAUS3/PAFAH1B1/ACTR1A/TUBA4A/RALB/IQCB1/PLK1/PCM1/PCNT/SFI1/RAB3IP/MARK4/EXOC6B/SSNA1/DCTN3",52
"GO:0032481","GO:0032481","positive regulation of type I interferon production","30/3831","74/17468",0.000234833447927789,0.00451574381785669,0.00372732996628185,"IRAK1/POLR3H/XRCC6/XRCC5/DHX33/POLR2F/PQBP1/MAVS/CREBBP/ZBTB20/IFI16/TMEM173/POLR2E/PTPN11/POLR2L/RIPK2/POLR3D/POLR3A/SYK/IRF3/IFIH1/CTNNB1/SETD2/POLR3E/POLR3GL/RIOK3/IRF7/ZCCHC3/POLR3K/PLCG2",30
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","46/3831","129/17468",0.000244078131999047,0.00467880180932343,0.00386191929693262,"PAGR1/PARP1/RHOA/RBFOX2/CNOT9/YAP1/PER1/CRY2/SMARCA4/PPP5C/PARK7/HDAC1/PHB/EGLN2/RNF4/DDX54/RNF14/KAT5/MED1/TADA3/SKP2/UFL1/NCOA6/PADI2/RAN/HEYL/NCOR1/CBFB/DDX5/GPER1/PPARGC1A/TAF7/DAXX/GPAM/CTNNB1/SIRT1/CCNE1/WBP2/UVSSA/ZBTB7A/PIAS2/PLPP1/NCOR2/PRMT2/ARRB2/KANK2",46
"GO:0031929","GO:0031929","TOR signaling","42/3831","115/17468",0.000247382188632631,0.00469795678102031,0.00387772995911561,"ZMPSTE24/MTOR/DDIT4/EIF4EBP2/AKT1S1/MLST8/NPRL3/SESN2/GSK3A/LAMTOR5/ITFG2/FAM83D/LARP1/SESN3/SMCR8/ATM/PDCD6/LAMTOR1/MEAK7/RRAGC/RICTOR/TELO2/DISC1/GNA12/TMEM127/GBA/FLCN/RRAGD/GOLPH3/SIRT1/SIK3/MAPKAPK5/GAS6/AKT1/RPS6KB1/SLC38A9/SEH1L/TBCK/LAMTOR4/RNF152/LAMTOR3/ARAF",42
"GO:0060147","GO:0060147","regulation of posttranscriptional gene silencing","42/3831","115/17468",0.000247382188632631,0.00469795678102031,0.00387772995911561,"HIST2H4A/NEAT1/EGFR/HIST1H4E/ZMPSTE24/POLR2F/NDC1/EIF4G1/NUP210/HIST2H4B/HIST1H3H/POLR2E/POM121/POLR2L/TARBP2/ELAVL1/POLR2G/ADAR/NCOR1/POLR2J/NUP85/DDX5/HIST1H4D/AGO1/ZFP36/H3F3A/POLR2I/NUP98/RAE1/ZC3H12A/SEH1L/NCOR2/NUP50/RIPK1/HIST1H4K/HIST2H3C/HIST1H3B/PUM2/POLR2D/POLR2C/NUP188/NUP153",42
"GO:0060966","GO:0060966","regulation of gene silencing by RNA","42/3831","115/17468",0.000247382188632631,0.00469795678102031,0.00387772995911561,"HIST2H4A/NEAT1/EGFR/HIST1H4E/ZMPSTE24/POLR2F/NDC1/EIF4G1/NUP210/HIST2H4B/HIST1H3H/POLR2E/POM121/POLR2L/TARBP2/ELAVL1/POLR2G/ADAR/NCOR1/POLR2J/NUP85/DDX5/HIST1H4D/AGO1/ZFP36/H3F3A/POLR2I/NUP98/RAE1/ZC3H12A/SEH1L/NCOR2/NUP50/RIPK1/HIST1H4K/HIST2H3C/HIST1H3B/PUM2/POLR2D/POLR2C/NUP188/NUP153",42
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining","32/3831","81/17468",0.000259886946535407,0.00491378637918492,0.00405587738317196,"HIST2H4A/HIST1H4E/PAXX/XRCC6/XRCC5/POLM/UBE2N/RAD50/TFIP11/HIST2H4B/ATM/KAT5/PARP3/NSD2/LIG4/HIST1H4D/HERC2/BRCC3/AUNIP/H2AFX/NUDT16L1/NBN/ZBTB7A/CYREN/HIST1H4K/PIAS4/HSF1/KDM2A/ERCC1/SHLD2/PRPF19/MLH1",32
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","49/3831","140/17468",0.00026035433963302,0.00491378637918492,0.00405587738317196,"RBM3/EIF5A/NGRN/SPHK2/RPS27L/PPP1R15A/EIF3C/RHOA/MAPK1/PABPC1/MTOR/RPUSD4/LARP4B/CDK4/C1QBP/GSK3A/LARP1/GUF1/COA3/SOX4/EFNA1/CCN1/TARBP2/ELAVL1/SERP1/TRUB2/KHDRBS1/POLDIP3/CLU/LARP4/SMPD2/PCIF1/EIF5AL1/RPUSD3/UQCC1/RCC1L/JMJD4/RPS6KB1/RPL26/RBMS3/JAKMIP1/PLK3/CASP3/CIRBP/APP/CHRNA7/PAIP1/VIM/NAT10",49
"GO:2001252","GO:2001252","positive regulation of chromosome organization","57/3831","169/17468",0.000264221286252143,0.00497142512440571,0.00410345285045838,"NABP2/CCT3/SPHK2/SMARCB1/CCNB1/MAPK1/XRCC5/UBE2N/RAD50/RPS6KA5/RNF20/ESPL1/H2AFY/CCT2/BCL6/ATF7IP/TET1/RNF40/SNAI2/AKAP8/ATM/HNRNPU/OGT/NEK7/KAT2A/LIG4/BRD4/CCT7/CTBP1/PPARGC1A/AURKB/DKC1/PHF19/CTNNB1/HNRNPA1/PKIB/CCT5/WDR61/DNMT1/MUC1/SIRT1/NBN/WBP2/SLF2/RTEL1/MAPKAPK5/FEN1/BRD7/SIN3A/AUTS2/KMT2A/ERCC1/TRIM28/CCT6A/MAPK15/LRRK2/SIRT6",57
"GO:0031497","GO:0031497","chromatin assembly","52/3831","151/17468",0.000271460129719311,0.00507731362991066,0.00419085404405416,"H1F0/HIST1H1C/HIST2H4A/HIST1H4E/TSPYL2/HIST2H2BE/HMGA1/BRD2/CHAF1B/CTCF/GRWD1/RUVBL1/SOX9/CENPQ/SET/CENPX/H2AFY/GATAD1/UBN1/CHAF1A/HIST2H4B/HIST1H2BF/HIST1H2BN/HIST1H3H/CENPV/CENPI/CENPC/NAP1L4/HIST1H4D/H3F3A/HIST1H1E/CENPS/HP1BP3/H2AFX/DAXX/CENPN/ASF1B/HIST1H2BJ/CENPW/BAHD1/MCM2/CENPM/HIST1H4K/HIST2H3C/HIST1H3B/RBBP4/CENPP/HJURP/HIST1H2BC/ANP32B/SIRT6/HIST1H2BO",52
"GO:0007272","GO:0007272","ensheathment of neurons","45/3831","126/17468",0.00027233996248744,0.00507731362991066,0.00419085404405416,"EIF2AK3/ZPR1/SKI/MTOR/HES5/MTMR2/ERCC2/ID4/RNF10/B4GALT5/DAG1/TNFRSF21/WASF3/MYRF/SOD1/ARHGEF10/PPARD/MBP/DICER1/SBF2/EGR2/ANK2/CLU/RARB/NTRK2/AKT2/DLG1/TMEM98/HEXB/POU3F2/CTSC/CTNNB1/KCNJ10/SIRT2/EIF2B2/AKT1/TSPAN2/CNTNAP1/OLIG2/SLC25A12/GPC1/JAM3/TG/SLC8A3/NDRG1",45
"GO:0008366","GO:0008366","axon ensheathment","45/3831","126/17468",0.00027233996248744,0.00507731362991066,0.00419085404405416,"EIF2AK3/ZPR1/SKI/MTOR/HES5/MTMR2/ERCC2/ID4/RNF10/B4GALT5/DAG1/TNFRSF21/WASF3/MYRF/SOD1/ARHGEF10/PPARD/MBP/DICER1/SBF2/EGR2/ANK2/CLU/RARB/NTRK2/AKT2/DLG1/TMEM98/HEXB/POU3F2/CTSC/CTNNB1/KCNJ10/SIRT2/EIF2B2/AKT1/TSPAN2/CNTNAP1/OLIG2/SLC25A12/GPC1/JAM3/TG/SLC8A3/NDRG1",45
"GO:0007004","GO:0007004","telomere maintenance via telomerase","28/3831","68/17468",0.00027515503653161,0.00508431744975563,0.00419663505126794,"CCT3/MAPK1/XRCC5/SMG6/EXOSC10/GNL3L/RAD50/NHP2/HSP90AB1/CCT2/ATM/HNRNPU/TEN1/NEK7/PIF1/CCT7/XRN1/AURKB/DKC1/CTNNB1/HNRNPA1/PKIB/CCT5/MAPKAPK5/CCT6A/MAPK15/RFC1/NAT10",28
"GO:0006473","GO:0006473","protein acetylation","64/3831","195/17468",0.000275209120689616,0.00508431744975563,0.00419663505126794,"SPHK2/SMARCB1/CTCF/ZMPSTE24/POLE4/RUVBL1/MCRS1/MBD3/PER1/ACTL6A/SET/BEND3/PCK1/RPS6KA5/PARK7/WDR5/ATAT1/CREBBP/HCFC1/BAG6/SOX4/SNAI2/NAA40/KAT5/SRCAP/TADA2B/TADA3/OGT/KAT2A/KANSL3/BRD1/KANSL1L/TADA2A/USP22/ZNF451/CTBP1/PCGF2/MEAF6/PPARGC1A/TAF7/TAF6L/FLCN/PYGO2/MSL2/MUC1/GATA2/SIRT1/WBP2/TWIST1/SGF29/RAPGEF3/BRD7/SIN3A/IRF4/DPF2/TAF5L/TRRAP/NUPR1/AUTS2/KMT2A/ING5/DMAP1/NAA15/MBIP",64
"GO:0007098","GO:0007098","centrosome cycle","41/3831","112/17468",0.000275209987877206,0.00508431744975563,0.00419663505126794,"PLK2/UBXN2B/KIF3B/CETN2/CHMP4B/GADD45A/CHMP3/NIN/CCNF/POC1A/C2CD3/MAP9/CHORDC1/SLC16A1/GOLGA2/ARHGEF10/KAT2A/CEP192/BBS4/SSX2IP/UXT/XRCC2/STIL/NUBP1/CHMP1A/CTNNB1/BRSK1/CEP131/PARD6A/CEP63/HAUS3/CETN3/XPO1/PDCD6IP/PLK1/FBXW5/PCM1/MARK4/RAB6C/XRCC3/WDR62",41
"GO:0051028","GO:0051028","mRNA transport","50/3831","144/17468",0.000281848684906832,0.00519127924158215,0.00428492214371673,"EIF5A/XPO7/GLE1/ALKBH5/IGF2BP1/RBM8A/KHSRP/SMG6/NDC1/SRSF9/SRSF6/ALYREF/HNRNPA3/ZFP36L1/G3BP2/IGF2BP2/U2AF2/NUP210/NUTF2/MYO1C/POM121/SARNP/PABPN1/FYTTD1/NCBP1/CPSF2/POLDIP3/THOC3/NUP85/NXT1/SMG7/ZFP36/CASC3/NXF1/HNRNPA1/NUP98/RAE1/EIF5AL1/SETD2/SEH1L/NUP50/DHX38/NXT2/RBM15B/XPO1/THOC6/HSF1/NXF3/NUP188/NUP153",50
"GO:0009411","GO:0009411","response to UV","48/3831","137/17468",0.000290991321614365,0.00534357937438992,0.00441063185440455,"CDKN1A/EGFR/PARP1/USP28/CCAR2/ERCC2/BAX/CREBBP/YY1/RHNO1/MDM2/MYC/DTL/DDB1/MSH2/CAT/USP47/TP53INP1/TRIAP1/HIST3H2A/ACTR5/INO80/TMEM161A/AURKB/BAK1/BRSK1/CUL4B/SIRT1/UBE2A/UVSSA/FEN1/ZBTB1/GPX1/AKT1/RPL26/DDB2/HYAL3/XPA/CDC25A/REV1/CCND1/CASP3/XPC/CIRBP/ERCC1/COPS9/CASP9/MME",48
"GO:0016571","GO:0016571","histone methylation","46/3831","130/17468",0.000298481498154641,0.00546471365633422,0.00451061703010244,"HIST1H1C/DOT1L/PRMT5/SMARCB1/KMT5A/CTCF/COPRS/SETD1B/BEND3/SETD6/RNF20/H2AFY/WDR82/ZNF274/WDR5/EZH1/TET1/ZNF335/MTHFR/PRDM13/OGT/PRMT1/NSD2/SUZ12/BRD4/PRDM2/PWP1/HIST1H1E/PHF19/PYGO2/CTNNB1/WDR61/DNMT1/SIRT1/SETD2/CTCFL/SUV39H1/KDM4C/EHMT2/PRMT2/AUTS2/KMT2A/BCOR/PRMT7/MECOM/SETD3",46
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","51/3831","148/17468",0.000303702955863153,0.00554371216448711,0.00457582301135528,"ZPR1/UBE2L3/PRKACA/BCAP31/MAPK1/RBM22/ZFAND1/YWHAE/CDK5/MAVS/GTSE1/GSK3A/MIEF1/HSPA1L/BAP1/ITGB1BP1/MDM2/CHP1/XPO4/CDH1/TMEM30A/NUTF2/MYO1C/SAE1/FIS1/HRAS/IPO5/FBXW7/ATG13/RAN/MFF/SH3GLB1/BAG3/MIEF2/AKT2/UBL5/ARIH2/CEP131/CDK5R1/RAPGEF3/GAS6/ZC3H12A/SORL1/RHOU/PLK3/SLC35D3/PCM1/PCNT/DMAP1/TRIM28/ANP32B",51
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","63/3831","192/17468",0.000308028405586543,0.00560593363143366,0.00462718109269258,"HSPA1A/PLK2/HERPUD1/MSN/KEAP1/LPCAT1/BCAP31/SOX9/VPS35/ADAM9/RAB7A/SNF8/PSMC1/GSK3A/LRP2/EGLN2/SH3D19/RDX/MDM2/SGTA/USP5/BAG6/RNF40/HSPBP1/PSMC2/DTL/VCP/DDB1/FURIN/PSMD10/RHBDD3/PSMC3/DVL1/USP13/CSNK1A1/FBXW7/ATP5IF1/DISC1/PSMC4/CLU/CSNK2A1/GBA/ATXN3/RNF41/CTSC/CAV1/SIRT2/CUL4B/GCLC/PSMC5/PTTG1IP/PACSIN3/SORL1/AKT1/NSF/MYLIP/NUPR1/PLK1/PLK3/FZR1/STUB1/LRRK2/NRDC",63
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","30/3831","75/17468",0.000310127703381954,0.00562739141299895,0.00464489251199896,"EIF2AK3/ZPR1/CCT3/PARP1/MAPK1/RBM22/MCRS1/MAVS/GTSE1/SESN2/PARK7/CCT2/CDH1/NUTF2/NMD3/IPO5/RAN/CCT7/BAG3/DKC1/CDK5RAP3/CCT5/ZC3H12A/AKT1/TRIM8/PLK1/DMAP1/TRIM28/GLIS2/CCT6A",30
